Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
米国のジョージ・W・ブッシュ大統領は当該発表を歓迎しました。,美国总统乔治·沃克·布什对这一公告表示支持。,U.S. President George W. Bush welcomed the announcement.,0.2118
ブッシュ大統領の報道官であるゴードン・ジョンドロー氏は、北朝鮮の公約を「朝鮮半島の検証可能な非核化を達成するという目標に向けた大きな一歩」と表現しました。,"""布什政府发言人戈登·约翰德罗 (Gordon Johndroe) 称朝鲜的承诺是""朝着实现朝鲜半岛可核查的无核化目标迈出的重要一步""。""","Gordon Jondro, spokesperson for President Bush, described North Korea’s commitment as “a major step toward achieving a verifiable denuclearization of the Korean Peninsula”.",0.2968
大西洋でハリケーンの季節に命名された10番目の嵐である、亜熱帯性暴風雨ジェリーが、本日大西洋で発生しました。,亚热带风暴杰瑞 (Jerry) 今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。,"The subtropical storm Jery, the 10th storm named during the hurricane season in the Atlantic, formed today in the Atlantic.",0.2621
国立ハリケーンセンター (NHC) によれば、現時点でジェリーは上陸の危険性はないとのことです。,国家飓风中心 (NHC) 表示，目前“杰瑞”对陆地没有威胁。,"According to the National Hurricane Center (NHC), at this moment, Jerry has no risk of making landfall.",0.2584
米工兵隊は、以前に決壊した堤防が6インチの降水量で再び決壊する可能性があると推定しています。,美国陆军工兵部队估计，6 英寸的降雨量就可能冲垮之前损坏的堤坝。,The civil engineering unit estimates that the previously collapsed dam may collapse again due to 6-inch rainfall.,0.2418
ハリケーン「カトリーナ」の上陸時に20フィートもの高さがある洪水が確認された第九区では、近くの堤防が水没したため、現在、腰の高さの水の中にあります。,“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。,"In District Nine, where a flood over 20 feet high was observed when Hurricane Katrina made landfall, the nearby dike was submerged, and currently, people are in water at waist level.",0.3182
水は幅100フィートの範囲にわたって堤防の上にこぼれ落ちています。,在一处 100 英尺宽的河段，水即将溢出堤坝。,Water is flowing over the dike over an area of 100 feet wide.,0.2259
コモンズ管理者のアダム・カーデン氏は、先月ウィキニューズの取材に応じ、削除されたことへの不満を表明しました。,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。,"Adam Carden, the Commons manager, responded to a WikiNius interview last month and expressed his dissatisfaction over the deletion.",0.261
「彼（ウェールズ）は基本的に最初から嘘をついていました。1つ目は、これが法的な理由によるものであるかのように振る舞ったこと。2つ目は、私たちの話を聞いているふりをして、芸術作品を削除までしたことです。」,“说穿了，他[威尔斯]从一开始就对我们撒谎。首先，他表现得好像是出于法律原因才这么做。其次，他先是假装听取我们的意见，然后直接删除了这些艺术作品。”,"He (Wales) basically lied from the start. First, he acted as if it were due to legal reasons. Second, he pretended to listen to us and even removed the artwork.",0.3137
このコミュニティの苛立ちが、何百万ものオープンライセンスメディアをホストしているサイトの性的コンテンツに関するポリシーを起草するという現在の努力につながっています。,由于民愤，目前正在针对该网站的性内容起草相关政策。该网站拥有数百万个获得公共传播许可的媒体。,The frustration in this community is leading to the current effort of drafting policies regarding sexual content on sites that host millions of open-source media.,0.2761
内容はほとんどが理論的なものでしたが、書かれたプログラムは射手座銀河で実施した観測を模擬するものでした。,完成的工作大多是理论性的，但编写程序的目的，是为了模拟对人马座星系的观测。,"The content was mostly theoretical, but the written program simulated observations conducted in the Sagittarius Galaxy.",0.2532
このチームが求めていた効果は、銀河系の暗黒物質と天の川の暗黒物質の間で働く潮汐力による作用だったのでしょう。,该团队正在寻找的效应可能是由星系暗物质和银河系暗物质之间的潮汐力引起的。,The effect that this team was seeking was likely the effect caused by the tidal force between the galactic dark matter and the Milky Way’s dark matter.,0.2848
月の引力で地球に潮の満ち引きが起きるように、天の川は射手座銀河にも力を及ぼしています。,就像月球对地球施加拉力，引起潮汐一样，银河系也对人马座星系施加着作用力。,"Just as the moon’s gravity causes tides on Earth, the Milky Way also exerts influence on the Sagittarius galaxy.",0.2626
科学者たちは、暗黒物質は、通常の物質と同じように他の暗黒物質にも影響を与えていると結論づけました。,科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。,The scientists concluded that dark matter affects other dark matter just as it affects ordinary matter.,0.2354
この理論によると、銀河の周りにある暗黒物質のほとんどは、一種のハローのように銀河を取り巻き、たくさんの小粒子でできていると言われています。,该理论认为，一个星系周围的大多数暗物质都处在星系周围的某种光环中，由许多小粒子组成。,"According to this theory, most of the dark matter surrounding galaxies is like a kind of halo, encircling the galaxies and consisting of many small particles.",0.2843
テレビの報道によると、原発から白煙が上がっています。,电视报道显示，有白烟从工厂里冒出。,"According to TV reports, white smoke is rising from the nuclear power plant.",0.2216
