Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2096
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2045
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2111
她喜欢读书。,She likes reading books.,She likes reading books.,0.1977
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2001
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1923
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1967
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1983
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1986
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1944
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.1964
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1936
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1968
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.205
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1975
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.2282
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2015
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1904
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1937
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1872
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2015
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1845
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1933
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2008
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.1941
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1904
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2094
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1903
她喜欢读书。,She likes reading books.,She likes reading books.,0.19
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2033
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2061
他要去市场。,He is going to the market.,He is going to the market.,0.1985
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2085
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2074
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2081
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1889
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1986
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2088
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2037
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2184
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1912
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.2087
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1956
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2046
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.1957
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1899
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.193
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1958
今天天气很好。,The weather is nice today.,The weather is very good today.,0.1976
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1924
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2034
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.1954
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1936
